CVE	Problem 
CVE-2017-15958	CWE-89
CVE-2017-15959	CWE-89
CVE-2017-1596	CWE-200
CVE-2017-15960	CWE-89
CVE-2017-15961	CWE-89
CVE-2017-15962	CWE-434
CVE-2017-15963	CWE-89
CVE-2017-15964	CWE-89
CVE-2017-15965	CWE-89
CVE-2017-15966	CWE-89
CVE-2017-15967	CWE-89
CVE-2017-15968	CWE-89
CVE-2017-15969	CWE-89
CVE-2017-1597	CWE-521
CVE-2017-15970	CWE-89
CVE-2017-15971	CWE-89
CVE-2017-15972	CWE-89
CVE-2017-15973	CWE-89
CVE-2017-15974	CWE-89
CVE-2017-15975	CWE-89
CVE-2017-15976	CWE-89
CVE-2017-15977	CWE-89
CVE-2017-15978	CWE-89
CVE-2017-15979	CWE-89
CVE-2017-1598	CWE-327
CVE-2017-15980	CWE-89
CVE-2017-15981	CWE-89
CVE-2017-15982	CWE-89
CVE-2017-15983	CWE-89
CVE-2017-15984	CWE-89
CVE-2017-15985	CWE-89
CVE-2017-15986	CWE-89
CVE-2017-15987	CWE-89
CVE-2017-15988	CWE-89
CVE-2017-15989	CWE-89
CVE-2017-15990	CWE-434
CVE-2017-15991	CWE-89
CVE-2017-15992	CWE-89
CVE-2017-15993	CWE-89
CVE-2017-15994	CWE-354
CVE-2017-15996	CWE-119
CVE-2017-15997	CWE-327
CVE-2017-15998	CWE-327
CVE-2017-15999	CWE-319
CVE-2017-1600	CWE-79
CVE-2017-16000	CWE-89
CVE-2017-16001	CWE-362
CVE-2017-16003	CWE-311
CVE-2017-16005	CWE-347
CVE-2017-16006	CWE-79
CVE-2017-16007	NVD-CWE-noinfo
CVE-2017-16008	CWE-79
CVE-2017-16009	CWE-79
CVE-2017-1601	CWE-521
CVE-2017-16010	CWE-79
CVE-2017-16013	CWE-20
CVE-2017-16014	CWE-388
CVE-2017-16015	CWE-79
CVE-2017-16016	CWE-79
CVE-2017-16017	CWE-79
CVE-2017-16018	CWE-79
CVE-2017-16019	CWE-79
CVE-2017-1602	CWE-552
CVE-2017-16020	CWE-94
CVE-2017-16021	CWE-400
CVE-2017-16022	CWE-79
CVE-2017-16023	CWE-20
CVE-2017-16024	CWE-200
CVE-2017-16025	CWE-287
CVE-2017-16026	CWE-20
CVE-2017-16028	CWE-338
CVE-2017-16029	CWE-22
CVE-2017-16030	NVD-CWE-noinfo
CVE-2017-16031	CWE-330
CVE-2017-16035	CWE-319
CVE-2017-16036	CWE-22
CVE-2017-16037	CWE-22
CVE-2017-16038	CWE-22
CVE-2017-16039	CWE-22
CVE-2017-1604	CWE-79
CVE-2017-16040	CWE-319
CVE-2017-16041	CWE-319
CVE-2017-16042	CWE-78
CVE-2017-16043	CWE-74
CVE-2017-16044	CWE-200
CVE-2017-16045	CWE-200
CVE-2017-16046	NVD-CWE-noinfo
CVE-2017-16047	CWE-200
CVE-2017-16048	CWE-200
CVE-2017-16049	CWE-200
CVE-2017-16050	CWE-200
CVE-2017-16051	CWE-200
CVE-2017-16052	CWE-200
CVE-2017-16053	CWE-200
CVE-2017-16054	CWE-200
CVE-2017-16055	CWE-200
CVE-2017-16056	CWE-200
CVE-2017-16057	CWE-200
CVE-2017-16058	CWE-200
CVE-2017-16059	CWE-200
CVE-2017-1606	CWE-89
CVE-2017-16060	CWE-200
CVE-2017-16061	CWE-200
CVE-2017-16062	CWE-200
CVE-2017-16063	CWE-200
CVE-2017-16064	CWE-200
CVE-2017-16065	CWE-200
CVE-2017-16066	CWE-200
CVE-2017-16067	CWE-200
CVE-2017-16068	CWE-200
CVE-2017-16069	CWE-200
CVE-2017-1607	CWE-79
CVE-2017-16070	CWE-200
CVE-2017-16071	CWE-200
CVE-2017-16072	CWE-200
CVE-2017-16073	CWE-200
CVE-2017-16074	CWE-200
CVE-2017-16075	CWE-200
CVE-2017-16076	CWE-200
CVE-2017-16077	CWE-200
CVE-2017-16078	CWE-200
CVE-2017-16079	CWE-200
CVE-2017-1608	CWE-79
CVE-2017-16080	CWE-200
CVE-2017-16081	CWE-200
CVE-2017-16082	CWE-94
CVE-2017-16083	CWE-22
CVE-2017-16084	CWE-22
CVE-2017-16085	CWE-22
CVE-2017-16086	CWE-400
CVE-2017-16088	NVD-CWE-noinfo
CVE-2017-16089	CWE-22
CVE-2017-1609	CWE-79
CVE-2017-16090	CWE-22
CVE-2017-16091	CWE-22
CVE-2017-16092	CWE-22
CVE-2017-16093	CWE-22
CVE-2017-16094	CWE-22
CVE-2017-16095	CWE-22
CVE-2017-16096	CWE-22
CVE-2017-16097	CWE-22
CVE-2017-16098	CWE-400
CVE-2017-16099	CWE-400
CVE-2017-16100	CWE-77
CVE-2017-16101	CWE-22
CVE-2017-16102	CWE-22
CVE-2017-16103	CWE-22
CVE-2017-16104	CWE-22
CVE-2017-16105	CWE-22
CVE-2017-16106	CWE-22
CVE-2017-16107	CWE-22
CVE-2017-16108	CWE-22
CVE-2017-16109	CWE-22
CVE-2017-16110	CWE-22
CVE-2017-16111	CWE-400
CVE-2017-16113	CWE-20
CVE-2017-16114	CWE-400
CVE-2017-16115	CWE-400
CVE-2017-16116	CWE-400
CVE-2017-16117	CWE-400
CVE-2017-16118	CWE-400
CVE-2017-16119	CWE-400
CVE-2017-1612	NVD-CWE-noinfo
CVE-2017-16120	CWE-22
CVE-2017-16121	CWE-22
CVE-2017-16122	CWE-22
CVE-2017-16123	CWE-22
CVE-2017-16124	CWE-22
CVE-2017-16125	CWE-22
CVE-2017-16126	CWE-200
CVE-2017-16127	CWE-276
CVE-2017-16128	CWE-276
CVE-2017-16129	CWE-400
CVE-2017-1613	CWE-200
CVE-2017-16130	CWE-22
CVE-2017-16131	CWE-22
CVE-2017-16132	CWE-22
CVE-2017-16133	CWE-22
CVE-2017-16134	CWE-22
CVE-2017-16135	CWE-22
CVE-2017-16136	CWE-400
CVE-2017-16137	CWE-400
CVE-2017-16138	CWE-400
CVE-2017-16139	CWE-22
CVE-2017-16140	CWE-22
CVE-2017-16141	CWE-22
CVE-2017-16142	CWE-22
CVE-2017-16143	CWE-22
CVE-2017-16144	CWE-22
CVE-2017-16145	CWE-22
CVE-2017-16146	CWE-22
CVE-2017-16147	CWE-22
CVE-2017-16148	CWE-22
CVE-2017-16149	CWE-22
CVE-2017-16150	CWE-22
CVE-2017-16151	CWE-94
CVE-2017-16152	CWE-22
CVE-2017-16153	CWE-22
CVE-2017-16154	CWE-22
CVE-2017-16155	CWE-22
CVE-2017-16156	CWE-22
CVE-2017-16157	CWE-22
CVE-2017-16158	CWE-22
CVE-2017-16159	CWE-22
CVE-2017-16160	CWE-22
CVE-2017-16161	CWE-22
CVE-2017-16162	CWE-22
CVE-2017-16163	CWE-22
CVE-2017-16164	CWE-22
CVE-2017-16165	CWE-22
CVE-2017-16166	CWE-22
CVE-2017-16167	CWE-22
CVE-2017-16168	CWE-22
CVE-2017-16169	CWE-22
CVE-2017-16170	CWE-22
CVE-2017-16171	CWE-22
CVE-2017-16172	CWE-22
CVE-2017-16173	CWE-22
CVE-2017-16174	CWE-22
CVE-2017-16175	CWE-22
CVE-2017-16176	CWE-22
CVE-2017-16177	CWE-22
CVE-2017-16178	CWE-22
CVE-2017-16179	CWE-22
CVE-2017-16180	CWE-22
CVE-2017-16181	CWE-22
CVE-2017-16182	CWE-22
CVE-2017-16183	CWE-22
CVE-2017-16184	CWE-22
CVE-2017-16185	CWE-22
CVE-2017-16186	CWE-22
CVE-2017-16187	CWE-22
CVE-2017-16188	CWE-22
CVE-2017-16189	CWE-22
CVE-2017-16190	CWE-22
CVE-2017-16191	CWE-22
CVE-2017-16192	CWE-22
CVE-2017-16193	CWE-22
CVE-2017-16194	CWE-22
CVE-2017-16195	CWE-22
CVE-2017-16196	CWE-22
CVE-2017-16197	CWE-22
CVE-2017-16198	CWE-22
CVE-2017-16199	CWE-22
CVE-2017-16200	CWE-22
CVE-2017-16201	CWE-22
CVE-2017-16202	CWE-200
CVE-2017-16203	CWE-200
CVE-2017-16204	CWE-200
CVE-2017-16205	CWE-200
CVE-2017-16206	CWE-200
CVE-2017-16207	NVD-CWE-noinfo
CVE-2017-16208	CWE-22
CVE-2017-16209	CWE-22
CVE-2017-1621	CWE-79
CVE-2017-16210	CWE-22
CVE-2017-16211	CWE-22
CVE-2017-16212	CWE-22
CVE-2017-16213	CWE-22
CVE-2017-16214	CWE-22
CVE-2017-16215	CWE-22
CVE-2017-16216	CWE-22
CVE-2017-16217	CWE-22
CVE-2017-16218	CWE-22
CVE-2017-16219	CWE-22
CVE-2017-1622	CWE-295
CVE-2017-16220	CWE-22
CVE-2017-16221	CWE-22
CVE-2017-16222	CWE-22
CVE-2017-16223	CWE-22
CVE-2017-16224	CWE-601
CVE-2017-16225	CWE-200
CVE-2017-16226	CWE-20
CVE-2017-16227	CWE-20
CVE-2017-16228	NVD-CWE-noinfo
CVE-2017-16229	CWE-125
CVE-2017-1623	CWE-79
CVE-2017-16230	CWE-79
CVE-2017-16231	CWE-119
CVE-2017-16232	CWE-772
CVE-2017-16237	CWE-20
CVE-2017-16239	NVD-CWE-noinfo
CVE-2017-1624	CWE-732
CVE-2017-16241	CWE-306
CVE-2017-16242	CWE-287
CVE-2017-16244	CWE-352
CVE-2017-16248	CWE-200
CVE-2017-16249	NVD-CWE-noinfo
CVE-2017-1625	CWE-200
CVE-2017-16250	CWE-200
CVE-2017-16251	CWE-434
CVE-2017-16252	CWE-119
CVE-2017-16253	CWE-119
CVE-2017-16254	CWE-119
CVE-2017-16255	CWE-119
CVE-2017-1628	CWE-863
CVE-2017-1629	CWE-79
CVE-2017-1631	CWE-352
CVE-2017-1632	CWE-79
CVE-2017-1633	CWE-200
CVE-2017-16337	CWE-119
CVE-2017-16338	CWE-119
CVE-2017-16339	CWE-119
CVE-2017-16340	CWE-119
CVE-2017-16341	CWE-119
CVE-2017-16342	CWE-119
CVE-2017-16343	CWE-119
CVE-2017-16344	CWE-119
CVE-2017-16345	CWE-119
CVE-2017-16346	CWE-119
CVE-2017-16347	CWE-119
CVE-2017-16348	CWE-287
CVE-2017-16349	CWE-611
CVE-2017-1635	CWE-416
CVE-2017-16352	CWE-119
CVE-2017-16353	CWE-125
CVE-2017-16353	CWE-200
CVE-2017-16355	CWE-200
CVE-2017-16356	CWE-79
CVE-2017-16357	CWE-119
CVE-2017-16358	CWE-125
CVE-2017-16359	CWE-476
CVE-2017-16360	CWE-416
CVE-2017-16361	NVD-CWE-noinfo
CVE-2017-16362	CWE-125
CVE-2017-16363	CWE-125
CVE-2017-16364	CWE-119
CVE-2017-16365	CWE-125
CVE-2017-16366	NVD-CWE-noinfo
CVE-2017-16367	CWE-704
CVE-2017-16368	CWE-119
CVE-2017-16369	CWE-200
CVE-2017-16370	CWE-125
CVE-2017-16371	CWE-119
CVE-2017-16372	CWE-119
CVE-2017-16373	CWE-119
CVE-2017-16374	CWE-125
CVE-2017-16375	CWE-119
CVE-2017-16376	CWE-125
CVE-2017-16377	CWE-824
CVE-2017-16378	CWE-824
CVE-2017-16379	CWE-704
CVE-2017-16380	NVD-CWE-noinfo
CVE-2017-16381	CWE-119
CVE-2017-16382	CWE-125
CVE-2017-16383	CWE-119
CVE-2017-16384	CWE-125
CVE-2017-16385	CWE-119
CVE-2017-16386	CWE-119
CVE-2017-16387	CWE-119
CVE-2017-16388	CWE-416
CVE-2017-16389	CWE-416
CVE-2017-16390	CWE-416
CVE-2017-16391	CWE-129
CVE-2017-16392	CWE-119
CVE-2017-16393	CWE-416
CVE-2017-16394	CWE-125
CVE-2017-16395	CWE-119
CVE-2017-16396	CWE-119
CVE-2017-16397	CWE-125
CVE-2017-16398	CWE-416
CVE-2017-16399	CWE-125
CVE-2017-16400	CWE-125
CVE-2017-16401	CWE-125
CVE-2017-16402	CWE-125
CVE-2017-16403	CWE-125
CVE-2017-16404	CWE-125
CVE-2017-16405	CWE-125
CVE-2017-16406	CWE-125
CVE-2017-16407	CWE-787
CVE-2017-16408	CWE-125
CVE-2017-16409	CWE-125
CVE-2017-16410	CWE-129
CVE-2017-16411	CWE-119
CVE-2017-16412	CWE-125
CVE-2017-16413	CWE-787
CVE-2017-16414	CWE-125
CVE-2017-16415	CWE-787
CVE-2017-16416	CWE-787
CVE-2017-16417	CWE-787
CVE-2017-16418	CWE-125
CVE-2017-16419	CWE-674
CVE-2017-16420	CWE-125
CVE-2017-1649	CWE-79
CVE-2017-1650	CWE-79
CVE-2017-1651	CWE-79
CVE-2017-16510	CWE-89
CVE-2017-16512	CWE-362
CVE-2017-16513	CWE-119
CVE-2017-16514	CWE-79
CVE-2017-16516	CWE-134
CVE-2017-1652	CWE-79
CVE-2017-16520	CWE-269
CVE-2017-16521	NVD-CWE-noinfo
CVE-2017-16522	CWE-276
CVE-2017-16523	NVD-CWE-noinfo
CVE-2017-16524	CWE-434
CVE-2017-16525	CWE-416
CVE-2017-16526	CWE-119
CVE-2017-16527	CWE-416
CVE-2017-16528	CWE-416
CVE-2017-16529	CWE-125
CVE-2017-1653	CWE-79
CVE-2017-16530	CWE-125
CVE-2017-16531	CWE-119
CVE-2017-16532	CWE-476
CVE-2017-16533	CWE-125
CVE-2017-16534	CWE-119
CVE-2017-16535	CWE-125
CVE-2017-16536	CWE-476
CVE-2017-16537	CWE-476
CVE-2017-16538	CWE-20
CVE-2017-16539	CWE-200
CVE-2017-1654	CWE-200
CVE-2017-16540	CWE-200
CVE-2017-16541	CWE-200
CVE-2017-16542	CWE-89
CVE-2017-16543	CWE-89
CVE-2017-16544	CWE-94
CVE-2017-16545	CWE-476
CVE-2017-16546	CWE-119
CVE-2017-16547	CWE-20
CVE-2017-16548	CWE-125
CVE-2017-16549	CWE-787
CVE-2017-1655	CWE-79
CVE-2017-16550	NVD-CWE-noinfo
CVE-2017-16551	CWE-787
CVE-2017-16552	CWE-787
CVE-2017-16553	CWE-787
CVE-2017-16554	CWE-787
CVE-2017-16555	CWE-787
CVE-2017-16556	CWE-20
CVE-2017-16557	CWE-787
CVE-2017-16558	CWE-89
CVE-2017-16560	CWE-922
CVE-2017-16561	CWE-89
CVE-2017-16562	CWE-287
CVE-2017-16563	CWE-352
CVE-2017-16564	CWE-79
CVE-2017-16565	CWE-352
CVE-2017-16566	CWE-287
CVE-2017-16567	CWE-79
CVE-2017-16568	CWE-79
CVE-2017-16569	CWE-601
CVE-2017-16570	CWE-352
CVE-2017-16571	CWE-704
CVE-2017-16572	CWE-704
CVE-2017-16573	CWE-125
CVE-2017-16573	CWE-200
CVE-2017-16574	CWE-125
CVE-2017-16574	CWE-200
CVE-2017-16575	CWE-416
CVE-2017-16576	CWE-416
CVE-2017-16577	CWE-416
CVE-2017-16578	CWE-704
CVE-2017-16579	CWE-125
CVE-2017-16579	CWE-200
CVE-2017-16580	CWE-125
CVE-2017-16580	CWE-200
CVE-2017-16581	CWE-416
CVE-2017-16582	CWE-704
CVE-2017-16583	CWE-416
CVE-2017-16584	CWE-125
CVE-2017-16584	CWE-200
CVE-2017-16585	CWE-416
CVE-2017-16586	CWE-416
CVE-2017-16587	CWE-416
CVE-2017-16588	CWE-125
CVE-2017-16588	CWE-200
CVE-2017-16589	CWE-125
CVE-2017-16589	CWE-200
CVE-2017-1659	CWE-79
CVE-2017-16590	CWE-287
CVE-2017-16591	CWE-200
CVE-2017-16592	CWE-200
CVE-2017-16593	CWE-668
CVE-2017-16594	CWE-20
CVE-2017-16595	CWE-200
CVE-2017-16596	CWE-200
CVE-2017-16597	CWE-668
CVE-2017-16598	CWE-668
CVE-2017-16599	CWE-668
CVE-2017-16600	CWE-668
CVE-2017-16601	CWE-668
CVE-2017-16602	CWE-134
CVE-2017-16603	CWE-668
CVE-2017-16604	CWE-668
CVE-2017-16605	CWE-668
CVE-2017-16606	CWE-668
CVE-2017-16607	CWE-200
CVE-2017-16608	CWE-134
CVE-2017-16609	CWE-200
CVE-2017-16610	CWE-668
CVE-2017-16611	CWE-59
CVE-2017-16612	CWE-190
CVE-2017-16613	CWE-287
CVE-2017-16614	CWE-918
CVE-2017-16615	NVD-CWE-noinfo
CVE-2017-16616	NVD-CWE-noinfo
CVE-2017-16618	NVD-CWE-noinfo
CVE-2017-16633	CWE-200
CVE-2017-16634	CWE-287
CVE-2017-16635	CWE-79
CVE-2017-16636	CWE-79
CVE-2017-16637	CWE-20
CVE-2017-16638	CWE-732
CVE-2017-16639	CWE-200
CVE-2017-1664	CWE-326
CVE-2017-16641	CWE-78
CVE-2017-16642	CWE-125
CVE-2017-16643	CWE-125
CVE-2017-16644	CWE-388
CVE-2017-16645	CWE-125
CVE-2017-16646	CWE-476
CVE-2017-16647	CWE-476
CVE-2017-16648	CWE-416
CVE-2017-16649	CWE-369
CVE-2017-1665	CWE-326
CVE-2017-16650	CWE-369
CVE-2017-16651	CWE-552
CVE-2017-16652	CWE-601
CVE-2017-16653	NVD-CWE-noinfo
CVE-2017-16654	CWE-22
CVE-2017-16659	CWE-732
CVE-2017-1666	CWE-611
CVE-2017-16660	CWE-668
CVE-2017-16661	CWE-200
CVE-2017-16663	CWE-190
CVE-2017-16664	CWE-94
CVE-2017-16665	CWE-79
CVE-2017-16666	CWE-78
CVE-2017-16667	CWE-78
CVE-2017-16669	CWE-119
CVE-2017-16670	CWE-94
CVE-2017-16671	CWE-119
CVE-2017-16672	CWE-772
CVE-2017-16673	CWE-200
CVE-2017-16674	NVD-CWE-noinfo
CVE-2017-16678	CWE-918
CVE-2017-16679	CWE-601
CVE-2017-1668	CWE-601
CVE-2017-16680	CWE-74
CVE-2017-16681	CWE-79
CVE-2017-16682	CWE-94
CVE-2017-16683	NVD-CWE-noinfo
CVE-2017-16684	CWE-287
CVE-2017-16685	CWE-79
CVE-2017-16687	CWE-200
CVE-2017-16689	CWE-287
CVE-2017-1669	CWE-200
CVE-2017-16690	CWE-426
CVE-2017-16691	CWE-20
CVE-2017-1670	CWE-89
CVE-2017-16709	NVD-CWE-noinfo
CVE-2017-1671	CWE-22
CVE-2017-16710	CWE-79
CVE-2017-16711	CWE-476
CVE-2017-16714	CWE-522
CVE-2017-16715	CWE-200
CVE-2017-16716	CWE-89
CVE-2017-16717	CWE-119
CVE-2017-16718	CWE-327
CVE-2017-16719	CWE-74
CVE-2017-1672	CWE-352
CVE-2017-16720	CWE-22
CVE-2017-16721	CWE-79
CVE-2017-16723	CWE-79
CVE-2017-16724	CWE-119
CVE-2017-16725	CWE-119
CVE-2017-16726	CWE-326
CVE-2017-16727	CWE-521
CVE-2017-16728	CWE-476
CVE-2017-1673	CWE-79
CVE-2017-16731	CWE-522
CVE-2017-16732	CWE-416
CVE-2017-16733	CWE-89
CVE-2017-16735	CWE-89
CVE-2017-16736	CWE-434
CVE-2017-16737	CWE-119
CVE-2017-16739	CWE-119
CVE-2017-16740	CWE-119
CVE-2017-16741	CWE-200
CVE-2017-16743	CWE-863
CVE-2017-16744	CWE-22
CVE-2017-16745	CWE-704
CVE-2017-16747	CWE-787
CVE-2017-16748	CWE-287
CVE-2017-16749	CWE-416
CVE-2017-16751	CWE-119
CVE-2017-16753	CWE-20
CVE-2017-16754	CWE-732
CVE-2017-16755	CWE-79
CVE-2017-16756	CWE-352
CVE-2017-16757	CWE-732
CVE-2017-16758	CWE-79
CVE-2017-16759	CWE-22
CVE-2017-16760	CWE-79
CVE-2017-16761	CWE-601
CVE-2017-16762	CWE-22
CVE-2017-16763	NVD-CWE-noinfo
CVE-2017-16764	NVD-CWE-noinfo
CVE-2017-16765	CWE-79
CVE-2017-16766	CWE-74
CVE-2017-16767	CWE-79
CVE-2017-16768	CWE-79
CVE-2017-16769	CWE-200
CVE-2017-1677	CWE-502
CVE-2017-16770	CWE-200
CVE-2017-16771	CWE-79
CVE-2017-16772	CWE-20
CVE-2017-16773	CWE-863
CVE-2017-16774	CWE-79
CVE-2017-16775	CWE-20
CVE-2017-16776	NVD-CWE-noinfo
CVE-2017-16777	CWE-427
CVE-2017-16778	CWE-863
CVE-2017-1678	CWE-79
CVE-2017-16780	CWE-352
CVE-2017-16781	CWE-79
CVE-2017-16782	CWE-79
CVE-2017-16783	CWE-94
CVE-2017-16784	CWE-79
CVE-2017-16785	CWE-79
CVE-2017-16786	CWE-200
CVE-2017-16787	CWE-200
CVE-2017-16788	CWE-22
CVE-2017-16789	CWE-79
CVE-2017-1679	CWE-200
CVE-2017-16790	CWE-20
CVE-2017-16792	CWE-79
CVE-2017-16793	CWE-119
CVE-2017-16794	CWE-125
CVE-2017-16796	CWE-119
CVE-2017-16797	CWE-190
CVE-2017-16798	CWE-79
CVE-2017-16799	CWE-79
CVE-2017-16801	CWE-79
CVE-2017-16802	CWE-79
CVE-2017-16803	CWE-119
CVE-2017-16804	CWE-200
CVE-2017-16805	CWE-125
CVE-2017-16806	CWE-22
CVE-2017-16807	CWE-79
CVE-2017-16808	CWE-125
CVE-2017-1681	CWE-200
CVE-2017-16810	CWE-79
CVE-2017-16813	CWE-20
CVE-2017-16814	CWE-22
CVE-2017-16815	CWE-79
CVE-2017-16816	CWE-20
CVE-2017-16818	CWE-617
CVE-2017-16819	CWE-79
CVE-2017-1682	CWE-79
CVE-2017-16820	CWE-415
CVE-2017-16821	CWE-79
CVE-2017-16826	CWE-119
CVE-2017-16827	CWE-119
CVE-2017-16828	CWE-190
CVE-2017-16829	CWE-125
CVE-2017-1683	CWE-79
CVE-2017-16830	CWE-190
CVE-2017-16831	CWE-190
CVE-2017-16832	CWE-190
CVE-2017-16833	CWE-79
CVE-2017-16834	CWE-732
CVE-2017-16835	CWE-312
CVE-2017-16836	CWE-79
CVE-2017-16837	CWE-20
CVE-2017-16839	NVD-CWE-noinfo
CVE-2017-16840	CWE-125
CVE-2017-16841	CWE-79
CVE-2017-16842	CWE-79
CVE-2017-16843	CWE-79
CVE-2017-16844	CWE-119
CVE-2017-16845	CWE-20
CVE-2017-16846	CWE-89
CVE-2017-16847	CWE-89
CVE-2017-16848	CWE-89
CVE-2017-16849	CWE-89
CVE-2017-16850	CWE-89
CVE-2017-16851	CWE-89
CVE-2017-16852	CWE-347
CVE-2017-16853	CWE-347
CVE-2017-16854	CWE-200
CVE-2017-16856	CWE-79
CVE-2017-16857	CWE-362
CVE-2017-16858	CWE-287
CVE-2017-16859	CWE-22
CVE-2017-16860	CWE-79
CVE-2017-16861	NVD-CWE-noinfo
CVE-2017-16862	CWE-352
CVE-2017-16863	CWE-79
CVE-2017-16864	CWE-79
CVE-2017-16865	CWE-918
CVE-2017-16866	CWE-79
CVE-2017-16867	NVD-CWE-noinfo
CVE-2017-16868	CWE-476
CVE-2017-16869	CWE-119
CVE-2017-16870	CWE-918
CVE-2017-16871	CWE-94
CVE-2017-16872	CWE-119
CVE-2017-16873	NVD-CWE-noinfo
CVE-2017-16875	NVD-CWE-noinfo
CVE-2017-16876	CWE-79
CVE-2017-16877	CWE-22
CVE-2017-16878	CWE-79
CVE-2017-16879	CWE-119
CVE-2017-1688	CWE-79
CVE-2017-16880	CWE-79
CVE-2017-16881	CWE-79
CVE-2017-16882	CWE-732
CVE-2017-16883	CWE-476
CVE-2017-16884	CWE-79
CVE-2017-16885	CWE-732
CVE-2017-16886	CWE-352
CVE-2017-16887	CWE-275
CVE-2017-1689	CWE-79
CVE-2017-16890	CWE-369
CVE-2017-16892	CWE-772
CVE-2017-16893	CWE-89
CVE-2017-16894	CWE-200
CVE-2017-16895	CWE-732
CVE-2017-16896	CWE-89
CVE-2017-16897	CWE-290
CVE-2017-16898	CWE-119
CVE-2017-16899	CWE-129
CVE-2017-1690	CWE-79
CVE-2017-16900	CWE-307
CVE-2017-16902	CWE-119
CVE-2017-16903	CWE-22
CVE-2017-16904	CWE-79
CVE-2017-16905	CWE-94
CVE-2017-16906	CWE-79
CVE-2017-16907	CWE-79
CVE-2017-16908	CWE-79
CVE-2017-16909	CWE-119
CVE-2017-1691	CWE-79
CVE-2017-16910	CWE-125
CVE-2017-16911	CWE-200
CVE-2017-16912	CWE-125
CVE-2017-16913	CWE-119
CVE-2017-16914	CWE-476
CVE-2017-16919	CWE-79
CVE-2017-1692	NVD-CWE-noinfo
CVE-2017-16920	NVD-CWE-noinfo
CVE-2017-16921	CWE-78
CVE-2017-16922	CWE-22
CVE-2017-16923	CWE-78
CVE-2017-16924	CWE-330
CVE-2017-16926	CWE-78
CVE-2017-16927	CWE-119
CVE-2017-16928	CWE-732
CVE-2017-16929	CWE-22
CVE-2017-16929	CWE-119
CVE-2017-1693	CWE-613
CVE-2017-16930	CWE-119
CVE-2017-16931	CWE-119
CVE-2017-16932	CWE-835
CVE-2017-16933	CWE-732
CVE-2017-16934	CWE-78
CVE-2017-16935	CWE-20
CVE-2017-16936	CWE-22
CVE-2017-16938	CWE-119
CVE-2017-16939	CWE-416
CVE-2017-1694	CWE-319
CVE-2017-16941	CWE-434
CVE-2017-16942	CWE-369
CVE-2017-16943	CWE-416
CVE-2017-16944	CWE-835
CVE-2017-16945	CWE-732
CVE-2017-16946	CWE-532
CVE-2017-16948	CWE-476
CVE-2017-16949	CWE-434
CVE-2017-1695	CWE-326
CVE-2017-16950	CWE-79
CVE-2017-16951	CWE-20
CVE-2017-16952	CWE-20
CVE-2017-16953	CWE-287
CVE-2017-16955	CWE-89
CVE-2017-16956	CWE-79
CVE-2017-16957	CWE-78
CVE-2017-16958	CWE-78
CVE-2017-16959	CWE-22
CVE-2017-1696	CWE-20
CVE-2017-16960	CWE-78
CVE-2017-16961	CWE-89
CVE-2017-16962	CWE-79
CVE-2017-1698	CWE-200
CVE-2017-1699	CWE-732
CVE-2017-16994	CWE-200
CVE-2017-16995	CWE-119
CVE-2017-16996	CWE-119
CVE-2017-16997	CWE-426
CVE-2017-1700	CWE-863
CVE-2017-1701	CWE-326
CVE-2017-17010	CWE-426
CVE-2017-17020	CWE-78
CVE-2017-17023	CWE-345
CVE-2017-17027	CWE-119
CVE-2017-17028	CWE-119
CVE-2017-17029	CWE-119
CVE-2017-17030	CWE-119
CVE-2017-17031	CWE-119
CVE-2017-17032	CWE-119
CVE-2017-17033	CWE-119
CVE-2017-17042	CWE-22
CVE-2017-17043	CWE-79
CVE-2017-17044	CWE-754
CVE-2017-17044	CWE-755
CVE-2017-17044	CWE-835
CVE-2017-17045	CWE-416
CVE-2017-17046	CWE-200
CVE-2017-17049	CWE-476
CVE-2017-1705	CWE-200
CVE-2017-17050	CWE-476
CVE-2017-17051	CWE-400
CVE-2017-17052	CWE-416
CVE-2017-17053	CWE-416
CVE-2017-17054	CWE-369
CVE-2017-17055	CWE-78
CVE-2017-17056	CWE-352
CVE-2017-17057	CWE-79
CVE-2017-17058	CWE-22
CVE-2017-17059	CWE-79
CVE-2017-17060	CWE-275
CVE-2017-17061	CWE-79
CVE-2017-17062	CWE-79
CVE-2017-17065	CWE-20
CVE-2017-17066	CWE-125
CVE-2017-17067	CWE-863
CVE-2017-17068	CWE-200
CVE-2017-17069	CWE-426
CVE-2017-17080	CWE-125
CVE-2017-17081	CWE-125
CVE-2017-17083	CWE-754
CVE-2017-17084	CWE-754
CVE-2017-17085	CWE-754
CVE-2017-17086	CWE-20
CVE-2017-17087	CWE-200
CVE-2017-17088	CWE-119
CVE-2017-17089	CWE-79
CVE-2017-17090	CWE-459
CVE-2017-17091	CWE-330
CVE-2017-17092	CWE-79
CVE-2017-17093	CWE-79
CVE-2017-17094	CWE-79
CVE-2017-17095	CWE-119
CVE-2017-17096	CWE-79
CVE-2017-17097	CWE-640
CVE-2017-17098	CWE-94
CVE-2017-17099	CWE-119
CVE-2017-1710	NVD-CWE-noinfo
CVE-2017-17101	NVD-CWE-noinfo
CVE-2017-17102	CWE-89
CVE-2017-17103	CWE-89
CVE-2017-17104	CWE-200
CVE-2017-17105	CWE-78
CVE-2017-17106	CWE-522
CVE-2017-17107	CWE-798
